age,occupation,marital_status,education_level,credit_default,housing_loan,personal_loan,contact_method,last_contact_month,last_contact_day_of_week,last_contact_duration,campaign_contacts,days_since_previous_contact,previous_contacts,previous_campaign_outcome,employment_variation_rate,consumer_price_index,consumer_confidence_index,euribor_3_month_rate,number_employed,subscription_status
32,Blue-collar,Married,Professional Course,No,Yes,No,Cellular,5,Friday,757,1,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
33,Services,Married,High School,No,Yes,No,Cellular,5,Friday,521,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
54,Entrepreneur,Married,High School,No,Yes,No,Cellular,5,Friday,264,1,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
52,Admin,Married,University Degree,No,Yes,No,Cellular,5,Friday,401,1,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
41,Management,Married,University Degree,No,Yes,No,Cellular,5,Friday,13,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
33,Services,Single,University Degree,No,No,No,Cellular,5,Friday,200,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
42,Services,Married,Basic (9 Years),No,No,No,Cellular,5,Friday,42,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
27,Blue-collar,Single,Basic (9 Years),No,No,No,Cellular,5,Friday,167,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
29,Admin,Married,Basic (6 Years),No,No,No,Cellular,5,Friday,58,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
26,Technician,Single,Professional Course,No,Yes,No,Cellular,5,Friday,11,7,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
29,Admin,Single,High School,No,No,No,Cellular,5,Friday,167,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
33,Retired,Married,High School,No,Yes,No,Cellular,5,Friday,237,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
30,Management,Married,University Degree,No,No,No,Cellular,5,Friday,173,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
37,Admin,Single,High School,No,No,No,Cellular,5,Friday,165,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
24,Blue-collar,Single,High School,No,Yes,No,Cellular,5,Friday,858,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,Yes
25,Blue-collar,Married,Basic (4 Years),No,No,No,Cellular,5,Friday,114,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
34,Blue-collar,Married,Professional Course,No,Yes,No,Cellular,5,Friday,406,4,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
37,Admin,Single,High School,No,No,No,Cellular,5,Friday,13,11,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
37,Admin,Divorced,High School,No,Yes,Yes,Cellular,5,Friday,73,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
32,Blue-collar,Married,Professional Course,No,Yes,No,Cellular,5,Friday,160,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
29,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,5,Friday,372,2,12,1,Success,-1.8,92.893,-46.2,1.25,5099.1,No
25,Blue-collar,Single,Basic (4 Years),No,No,Yes,Cellular,5,Friday,206,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
32,Technician,Single,University Degree,No,No,Yes,Cellular,5,Friday,137,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
44,Blue-collar,Married,Basic (6 Years),No,No,No,Cellular,5,Friday,611,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,Yes
29,Blue-collar,Single,Basic (4 Years),No,Yes,No,Cellular,5,Friday,13,9,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
34,Services,Married,High School,No,Yes,No,Cellular,5,Friday,320,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
44,Blue-collar,Married,High School,No,Yes,No,Cellular,5,Friday,223,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
48,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,5,Friday,57,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
58,Management,Married,University Degree,No,Yes,No,Cellular,5,Friday,109,2,12,1,Success,-1.8,92.893,-46.2,1.25,5099.1,No
53,Blue-collar,Married,Professional Course,No,Yes,No,Cellular,5,Friday,221,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
28,Self-employed,Married,Basic (9 Years),No,Yes,No,Cellular,5,Friday,1111,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,Yes
24,Technician,Single,University Degree,No,Yes,No,Cellular,5,Friday,117,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
58,Services,Married,Basic (6 Years),No,Yes,No,Cellular,5,Friday,44,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
30,Services,Single,High School,No,Yes,No,Cellular,5,Friday,187,11,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
23,Blue-collar,Married,High School,No,Yes,No,Cellular,5,Friday,50,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
31,Unemployed,Single,High School,No,No,No,Cellular,5,Friday,10,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
29,Admin,Single,Basic (6 Years),No,Yes,No,Cellular,5,Friday,135,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
31,Services,Single,High School,No,Yes,No,Telephone,5,Friday,31,9,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
35,Management,Single,University Degree,No,No,No,Cellular,5,Friday,296,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
29,Blue-collar,Single,Basic (9 Years),No,No,No,Cellular,5,Friday,239,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
31,Blue-collar,Married,Basic (9 Years),No,Yes,No,Telephone,5,Friday,22,7,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
30,Blue-collar,Married,Professional Course,No,No,No,Cellular,5,Friday,1357,4,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,Yes
35,Blue-collar,Married,Basic (6 Years),No,No,No,Cellular,5,Friday,212,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
41,Blue-collar,Married,High School,No,Yes,No,Cellular,5,Friday,150,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
24,Technician,Single,Professional Course,No,No,No,Cellular,5,Friday,582,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
41,Blue-collar,Divorced,Basic (4 Years),No,No,No,Cellular,5,Friday,709,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,Yes
29,Blue-collar,Divorced,High School,No,No,No,Cellular,5,Friday,199,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
30,Services,Single,High School,No,No,No,Cellular,5,Friday,102,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
26,Services,Married,High School,No,Yes,No,Cellular,5,Friday,140,9,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
34,Services,Married,High School,No,Yes,No,Cellular,5,Friday,15,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
30,Services,Married,High School,No,No,No,Cellular,5,Friday,61,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
49,Management,Married,University Degree,No,No,No,Cellular,5,Friday,20,6,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
32,Technician,Single,Professional Course,No,Yes,No,Cellular,5,Friday,152,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
26,Blue-collar,Single,Basic (9 Years),No,Yes,Yes,Cellular,5,Friday,245,9,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
31,Admin,Single,Basic (9 Years),No,No,No,Cellular,5,Friday,406,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,Yes
24,Technician,Single,Professional Course,No,No,Yes,Cellular,5,Friday,23,8,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
55,Blue-collar,Married,Professional Course,No,Yes,Yes,Cellular,5,Friday,197,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
28,Blue-collar,Single,Basic (6 Years),No,Yes,Yes,Cellular,5,Friday,63,8,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
23,Services,Single,High School,No,Yes,No,Cellular,5,Friday,103,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
49,Entrepreneur,Divorced,Basic (9 Years),No,Yes,No,Cellular,5,Friday,427,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
46,Admin,Married,High School,No,Yes,Yes,Cellular,5,Friday,80,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
41,Blue-collar,Married,Basic (4 Years),No,Yes,No,Cellular,5,Friday,232,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
30,Services,Single,High School,No,Yes,Yes,Cellular,5,Friday,255,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
34,Technician,Single,Professional Course,No,Yes,No,Cellular,5,Friday,8,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
32,Admin,Single,High School,No,No,Yes,Cellular,5,Friday,284,15,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
27,Admin,Married,Basic (6 Years),No,No,No,Cellular,5,Friday,550,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
56,Entrepreneur,Married,University Degree,No,Yes,Yes,Cellular,5,Friday,536,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
54,Retired,Divorced,University Degree,No,Yes,No,Cellular,5,Friday,193,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
30,Technician,Single,High School,No,Yes,Yes,Cellular,5,Friday,124,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
31,Self-employed,Divorced,Basic (9 Years),No,Yes,No,Cellular,5,Friday,12,10,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
23,Blue-collar,Single,Professional Course,No,Yes,Yes,Cellular,5,Friday,134,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
32,Technician,Married,Professional Course,No,Yes,Yes,Cellular,5,Friday,10,7,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
37,Services,Divorced,Basic (4 Years),No,No,No,Cellular,5,Friday,17,8,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
39,Admin,Married,University Degree,No,No,No,Cellular,5,Friday,895,5,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
32,Technician,Single,Professional Course,No,Yes,No,Cellular,5,Friday,212,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
39,Admin,Married,University Degree,No,Yes,No,Cellular,5,Friday,364,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
44,Admin,Married,High School,No,No,No,Cellular,5,Friday,14,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
32,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,5,Friday,122,8,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
25,Services,Single,High School,No,No,No,Cellular,5,Friday,21,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
28,Self-employed,Married,Basic (9 Years),No,Yes,No,Cellular,5,Friday,144,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
36,Management,Married,University Degree,No,Yes,Yes,Telephone,5,Friday,16,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
23,Admin,Single,High School,No,No,No,Cellular,5,Friday,13,8,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
34,Blue-collar,Married,Professional Course,No,Yes,Yes,Cellular,5,Friday,128,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
32,Self-employed,Single,High School,No,Yes,Yes,Cellular,5,Friday,67,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
34,Admin,Single,University Degree,No,Yes,No,Cellular,5,Friday,266,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
27,Technician,Single,Professional Course,No,No,No,Cellular,5,Friday,411,6,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
42,Management,Married,University Degree,No,No,No,Cellular,5,Friday,391,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
27,Admin,Single,Basic (6 Years),No,Yes,No,Telephone,5,Friday,195,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
34,Admin,Single,High School,No,No,Yes,Telephone,5,Friday,74,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
34,Admin,Married,High School,No,Yes,No,Cellular,5,Friday,340,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
34,Blue-collar,Divorced,Basic (9 Years),No,Yes,No,Telephone,5,Friday,350,8,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
49,Self-employed,Married,High School,No,No,No,Cellular,5,Friday,309,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
39,Technician,Single,High School,No,No,No,Cellular,5,Friday,12,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
26,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,5,Friday,136,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
29,Admin,Single,University Degree,No,Yes,No,Cellular,5,Friday,223,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
29,Technician,Single,University Degree,No,Yes,Yes,Cellular,5,Friday,215,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
31,Admin,Single,Basic (9 Years),No,Yes,Yes,Cellular,5,Friday,156,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
43,Entrepreneur,Married,Professional Course,No,No,No,Cellular,5,Friday,233,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
26,Blue-collar,Single,Basic (9 Years),No,No,No,Cellular,5,Friday,59,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
30,Admin,Single,University Degree,No,No,No,Telephone,5,Friday,49,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
37,Services,Divorced,Basic (4 Years),No,No,No,Cellular,5,Friday,167,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
28,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,5,Friday,113,6,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
51,Admin,Married,High School,No,Yes,Yes,Cellular,5,Friday,1002,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,Yes
21,Student,Single,University Degree,No,Yes,No,Cellular,5,Friday,48,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
30,Technician,Married,Basic (9 Years),No,Yes,No,Cellular,5,Friday,54,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
47,Technician,Divorced,University Degree,No,No,No,Cellular,5,Friday,306,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
32,Admin,Single,University Degree,No,No,No,Cellular,5,Friday,61,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
24,Services,Single,High School,No,Yes,Yes,Cellular,5,Friday,20,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
23,Technician,Single,High School,No,Yes,No,Cellular,5,Friday,16,5,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
43,Admin,Married,High School,No,No,No,Cellular,5,Friday,880,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,Yes
35,Blue-collar,Married,Basic (6 Years),No,No,No,Cellular,5,Friday,69,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
33,Blue-collar,Married,Basic (6 Years),No,No,No,Cellular,5,Friday,218,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
50,Blue-collar,Married,Basic (6 Years),No,Yes,No,Cellular,5,Friday,18,6,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
27,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,5,Friday,47,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
41,Admin,Single,High School,No,Yes,No,Cellular,5,Friday,333,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
41,Blue-collar,Single,Basic (9 Years),No,No,No,Cellular,5,Friday,102,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
29,Admin,Single,High School,No,No,No,Cellular,5,Friday,64,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
34,Admin,Single,University Degree,No,No,No,Cellular,5,Friday,101,4,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
32,Admin,Single,University Degree,No,No,No,Cellular,5,Friday,800,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
37,Technician,Single,Professional Course,No,Yes,No,Cellular,5,Friday,131,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
38,Entrepreneur,Married,Basic (9 Years),No,Yes,Yes,Cellular,5,Friday,476,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
32,Self-employed,Married,Professional Course,No,No,Yes,Telephone,5,Friday,65,5,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
37,Management,Married,University Degree,No,No,No,Cellular,5,Friday,262,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
47,Blue-collar,Married,High School,No,Yes,No,Cellular,5,Friday,934,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,Yes
26,Entrepreneur,Married,Professional Course,No,No,No,Telephone,5,Friday,75,10,999,2,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
22,Services,Single,High School,No,No,No,Cellular,5,Friday,51,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
33,Blue-collar,Divorced,Basic (9 Years),No,Yes,Yes,Cellular,5,Friday,208,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
32,Technician,Single,Professional Course,No,No,No,Cellular,5,Friday,53,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
34,Technician,Single,University Degree,No,No,No,Cellular,5,Friday,162,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
32,Blue-collar,Married,Basic (9 Years),No,Yes,No,Cellular,5,Friday,34,11,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
32,Blue-collar,Married,Basic (9 Years),No,Yes,Yes,Cellular,5,Friday,73,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
26,Technician,Single,Professional Course,No,No,No,Cellular,5,Friday,22,8,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
49,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,5,Friday,172,2,9,2,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
52,Self-employed,Divorced,University Degree,No,Yes,No,Telephone,5,Friday,258,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
37,Admin,Single,High School,No,No,Yes,Cellular,5,Friday,71,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
32,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,5,Friday,11,8,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
32,Self-employed,Single,High School,No,Yes,Yes,Cellular,5,Friday,93,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
30,Blue-collar,Single,Basic (6 Years),No,No,No,Cellular,5,Friday,92,4,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
25,Blue-collar,Single,Basic (9 Years),No,Yes,No,Cellular,5,Friday,655,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,Yes
29,Admin,Single,High School,No,No,No,Cellular,5,Friday,138,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
29,Blue-collar,Married,Basic (6 Years),No,Yes,No,Cellular,5,Friday,69,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
33,Entrepreneur,Married,University Degree,No,Yes,No,Cellular,5,Friday,204,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
23,Blue-collar,Single,Basic (4 Years),No,Yes,No,Cellular,5,Friday,28,8,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
24,Services,Single,Basic (9 Years),No,Yes,Yes,Cellular,5,Friday,68,4,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
27,Admin,Married,Professional Course,No,Yes,No,Cellular,5,Friday,109,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
29,Blue-collar,Divorced,Basic (4 Years),No,Yes,No,Cellular,5,Friday,1223,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
23,Blue-collar,Single,Professional Course,No,Yes,No,Cellular,5,Friday,136,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
53,Admin,Married,High School,No,No,No,Cellular,5,Friday,101,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
43,Admin,Married,High School,No,Yes,No,Cellular,5,Friday,126,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
34,Blue-collar,Single,Basic (9 Years),No,No,No,Telephone,5,Friday,137,7,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
53,Blue-collar,Divorced,Basic (9 Years),No,Yes,No,Cellular,5,Friday,509,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
37,Admin,Divorced,High School,No,No,No,Cellular,5,Friday,143,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
27,Blue-collar,Single,Basic (9 Years),No,No,No,Cellular,5,Friday,641,6,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
54,Management,Married,University Degree,No,No,No,Cellular,5,Friday,104,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
31,Services,Married,High School,No,Yes,No,Cellular,5,Friday,211,6,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
27,Technician,Married,University Degree,No,Yes,No,Cellular,5,Friday,131,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
34,Admin,Single,High School,No,No,No,Cellular,5,Friday,15,9,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
29,Admin,Married,High School,No,Yes,No,Cellular,5,Friday,1871,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,Yes
24,Services,Single,High School,No,Yes,Yes,Cellular,5,Friday,69,2,999,2,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
28,Admin,Single,University Degree,No,Yes,Yes,Cellular,5,Friday,63,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
25,Blue-collar,Single,High School,No,No,No,Cellular,5,Friday,1068,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,Yes
42,Blue-collar,Married,Basic (4 Years),No,Yes,No,Cellular,5,Friday,58,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
43,Blue-collar,Married,High School,No,No,No,Cellular,5,Friday,22,8,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
50,Entrepreneur,Married,High School,No,Yes,Yes,Cellular,5,Friday,1326,6,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
22,Admin,Single,Basic (9 Years),No,Yes,Yes,Cellular,5,Friday,34,10,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
33,Technician,Single,University Degree,No,No,No,Cellular,5,Friday,204,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
48,Blue-collar,Married,Basic (9 Years),No,No,No,Cellular,5,Friday,44,9,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
47,Entrepreneur,Married,University Degree,No,No,No,Cellular,5,Friday,376,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
40,Technician,Married,University Degree,No,Yes,Yes,Cellular,5,Friday,133,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
35,Blue-collar,Divorced,Basic (9 Years),No,Yes,No,Cellular,5,Friday,439,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
45,Entrepreneur,Divorced,University Degree,No,No,No,Telephone,5,Friday,462,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,Yes
32,Admin,Single,Professional Course,No,Yes,Yes,Telephone,5,Friday,73,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
26,Services,Married,High School,No,Yes,No,Cellular,5,Friday,104,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
43,Blue-collar,Single,High School,No,No,No,Cellular,5,Friday,504,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
25,Blue-collar,Single,Basic (9 Years),No,No,No,Cellular,5,Friday,121,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
39,Technician,Married,Professional Course,No,No,No,Cellular,5,Friday,49,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
37,Services,Divorced,Professional Course,No,No,No,Cellular,5,Friday,258,2,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
24,Admin,Single,Basic (9 Years),No,Yes,No,Telephone,5,Friday,12,6,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
28,Services,Single,Basic (9 Years),No,No,Yes,Cellular,5,Friday,126,2,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
28,Technician,Single,University Degree,No,No,Yes,Telephone,5,Friday,166,4,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
25,Admin,Single,University Degree,No,Yes,No,Cellular,5,Friday,11,7,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
31,Technician,Single,University Degree,No,Yes,No,Cellular,5,Friday,1313,7,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,Yes
50,Admin,Single,High School,No,No,Yes,Cellular,5,Friday,623,8,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,Yes
26,Admin,Single,High School,No,Yes,No,Cellular,5,Friday,157,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
30,Admin,Divorced,University Degree,No,Yes,No,Cellular,5,Friday,1598,4,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,Yes
33,Admin,Single,High School,No,No,No,Cellular,5,Friday,57,11,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,No
55,Technician,Married,Professional Course,No,No,Yes,Cellular,5,Friday,543,3,999,1,Failure,-1.8,92.893,-46.2,1.25,5099.1,No
35,Technician,Divorced,Professional Course,No,No,No,Cellular,5,Friday,692,3,999,0,Non-existent,-1.8,92.893,-46.2,1.25,5099.1,Yes
32,Technician,Married,Professional Course,No,No,No,Cellular,5,Monday,20,6,999,0,Non-existent,-1.8,92.893,-46.2,1.244,5099.1,No
